Tollplaza_id,Tollplaza_code
4907,PCCEEF65A
4756,PC8AEC6E8
4188,PCDB12C82
4200,PCBA86754
4055,PCA06B2F1
4372,PC1E0F3B6
4802,PCBDD55F1
4065,PC3B514E2
4613,PCEBBFFB5
4694,PCBCF42C2
4615,PC1ECBA39
4089,PC3CCA187
4428,PCB616FAD
4729,PC5170BF4
4662,PCB2463CF
4302,PCBA83119
4122,PC8ED616E
4737,PCED7EAFE
4565,PC388BB83
4852,PC68969FB
4776,PC6906524
4168,PCBC064F8
4282,PCCE002E5
4239,PCA185B1A
4705,PC174C464
4832,PC34ECAB5
4486,PC3AF69A3
4575,PC84D9FC1
4307,PC87D90FE
4246,PC95F5F6B
4836,PCE78024A
4697,PCFDB2BA6
4206,PCAC34A40
4589,PC1477DC9
4426,PCC0E943C
4829,PCEC030F2
4751,PCD33B3C9
4946,PCCF18BAF
4397,PCB070250
4407,PC7FEC2CE
4421,PCED2DB6F
4963,PC704EF75
4375,PCAE085FE
4432,PC4CBEFF5
4076,PC47B8825
4931,PC3D30AD0
4400,PC3BD7D63
4348,PCD66314D
4051,PC3B970F2
4223,PCA37D114
4852,PC68969FB
4213,PCDD316EB
4622,PCF31BD97
4859,PC685B3B1
4159,PC5631507
4953,PC1E2B07E
4415,PC5E202FC
4694,PCBCF42C2
4159,PC5631507
4184,PC43A5E42
4018,PCCB2657A
4989,PC7D7AE48
4548,PC4486317
4081,PCC825DB2
4312,PC8D40B22
4131,PC4C9B108
4753,PC6AA246E
4617,PC7758F89
4628,PC34C1DCB
4026,PC2CE9851
4624,PCDF73A3C
4565,PC388BB83
4389,PC7688C61
4017,PCC090C3A
4354,PC0671DD4
4837,PCA10FFA0
4274,PC88EA64E
4594,PC59414DA
4084,PC71D433F
4172,PC1A43FB7
4845,PCEEC0DB3
4340,PC3A6DBC9
4007,PCDF9F773
4850,PC4061987
4827,PC7D68CD9
4965,PCA0BAE0F
4151,PC0AB2B55
4401,PC0606D6A
4078,PC8473A64
4384,PC59A33DE
4079,PCF1366ED
4264,PC9DFEBB0
4425,PC41B834E
4993,PC0F0AB4E
4980,PCBD5C822
4686,PCD6E5E77
4010,PC3A7AACB
4163,PC95B4E03
4243,PCC4F7DCE
4717,PC44877F1
4458,PCECEBBFA
4609,PC1551C8E
4842,PC16F5A24
4411,PC3AA93E6
4152,PCF6F4CA1
4639,PC879E7AB
4614,PC08910B7
4691,PCFAB001F
4251,PCB30E45F
4314,PC7E9E8F3
5005,PC408264D
4686,PCD6E5E77
4771,PC71FE98A
4385,PC148C815
4529,PC3FAA264
4573,PC4D8469D
4426,PCC0E943C
4095,PC3E1512A
4071,PCDBBCB68
4562,PC4C95CA2
4812,PC22D9C6D
4035,PC1B1D964
4001,PC58105BF
4871,PC397AFA3
4861,PC670F1AC
4389,PC7688C61
4015,PC524833E
4065,PC3B514E2
4667,PCD540B2F
4465,PCA227C6B
4658,PC1A58039
4464,PC7C8FDDB
4758,PCCE12794
4222,PC15EC378
4616,PCE6675F9
4736,PC6A65941
4262,PCCB12F8C
4320,PC40C93B0
4912,PC526B1EC
4108,PC7C55512
4774,PCEBE834B
4902,PC425C6EC
4951,PCE9CE23F
4587,PC576A3BA
4748,PCF2ECD29
4812,PC22D9C6D
4263,PCD6DBA1D
4895,PC37F171A
4229,PCD0DDD3D
4291,PCD411AEF
4484,PCEF56843
4219,PC40E6113
4656,PC63844BC
4092,PC40C2E00
4100,PCC6DD8D5
4261,PC84FFC9D
4241,PC7241796
4014,PCF14D1E3
4681,PCBEB4D23
4390,PC983A913
4012,PCEF5C190
4690,PC45CC19A
4940,PC8AB18BE
4511,PCFBEFA9E
4994,PC09C5F59
4351,PC4E572D8
4394,PCD3A817A
4442,PC05C2F86
4542,PC3E57E3D
4523,PC0005AC7
4081,PCC825DB2
4639,PC879E7AB
4274,PC88EA64E
4195,PC308070B
4075,PC2125618
4814,PCAFD913A
4905,PCE1EA438
4273,PC0EF5BA6
4362,PC670999C
4611,PC2EBEAB9
4352,PC99B9343
4035,PC1B1D964
4734,PCE4C5D8E
4105,PC43919D1
4361,PC2E0C888
4450,PC0B2B03E
4694,PCBCF42C2
4714,PC9B747F8
4246,PC95F5F6B
4480,PC9A343F9
4916,PC62AF885
4880,PC5A27CDE
4773,PCE62BBA9
4013,PCE5BA2CE
4970,PCA154C84
4015,PC524833E
4420,PCFDB2950
4310,PCC08F8BB
4128,PCC0E7E2A
4253,PC82A16E6
4538,PCDE5402C
5006,PC7A260F1
4146,PCF91266E
4443,PCC139BD8
4482,PCB6A16D7
4486,PC3AF69A3
4370,PC70B7987
4155,PC9042B3F
4591,PCC9875AC
4445,PC796A888
4584,PC1085B78
4315,PC6E0962A
4636,PCDECFC74
4660,PCB86D2E1
4124,PC3338D42
4698,PC8BCEB19
4178,PC8417B09
4056,PC9FBBA67
4314,PC7E9E8F3
4652,PC74A3585
4575,PC84D9FC1
4816,PCB500A9F
4950,PC4F71E72
4469,PC120EEFD
4102,PC8C9B099
4426,PCC0E943C
4268,PC6CC51DA
4562,PC4C95CA2
4023,PC77793DF
4891,PC57036DA
4956,PCB7040B7
4550,PC21A1833
4687,PC52E7369
4050,PC822E359
4054,PC7E79FA0
4623,PCAA67227
4506,PCB24B68E
4478,PCB02917E
4296,PCA24C1E1
4372,PC1E0F3B6
4675,PCE49911B
4244,PC9F3C86B
4571,PC2308E9E
4557,PC6C80A46
4403,PCCAFA3BB
4459,PCD9CAD56
4772,PC7368097
4405,PC70CA955
4391,PCCFD9AB6
4186,PC922BA3E
4327,PC16F59EC
4380,PC905B5D4
4575,PC84D9FC1
4595,PC64281F6
4522,PC0A326BE
4590,PC912F5CB
4262,PCCB12F8C
4622,PCF31BD97
4259,PCBB65EF4
4131,PC4C9B108
4249,PC6D2FAD0
4723,PC20BD6E6
4789,PCBE8B2AB
4975,PC818101A
4188,PCDB12C82
4799,PCC3A370A
4899,PC4967767
4953,PC1E2B07E
4340,PC3A6DBC9
4652,PC74A3585
4732,PCD83DE25
4488,PC19D06B0
4228,PC4F78F1B
4424,PC51E7EF8
4607,PC0885606
4047,PC6D105CF
4900,PCFE8B604
4124,PC3338D42
4305,PCF4DA5CE
4378,PC074E6A8
4336,PCD30AB50
4203,PC5295A46
4567,PC2C5C1F3
4790,PC2387B02
4517,PC9AF321D
4583,PC0567192
4900,PCFE8B604
4467,PCF5E0389
4527,PC59A0CB2
5009,PC70886EC
4654,PCBA5D8AB
4749,PC65C93B7
4704,PC47FBB07
4238,PCE0A2A2F
4198,PCB0994D1
4345,PCAC01231
4842,PC16F5A24
4565,PC388BB83
4373,PC8806694
4005,PCB3DF742
4620,PC43973F9
4980,PCBD5C822
4306,PC5D6563A
4050,PC822E359
4544,PC1893678
4077,PCF40C389
4941,PCA6403C1
4439,PC845CEA6
4600,PCB99E8F9
4686,PCD6E5E77
4397,PCB070250
4811,PCBF83C7A
4905,PCE1EA438
4478,PCB02917E
4751,PCD33B3C9
4882,PC8616CD8
4928,PC16E79D4
4958,PC8A8976A
4788,PC00AE965
4025,PC5ABB8E4
4172,PC1A43FB7
4837,PCA10FFA0
4200,PCBA86754
4471,PC7E4F42A
4835,PC4645718
4753,PC6AA246E
4961,PC92C5115
4708,PC82D2552
4139,PC924C594
4114,PC4CD2B81
4221,PC90AAFDA
4027,PCE7A4F34
4001,PC58105BF
4061,PC3A63A79
4301,PC540E129
4825,PC8B8C482
4321,PC591BDF7
4192,PC74F6341
4823,PC89A3BCF
4738,PC06E9A80
4421,PCED2DB6F
4040,PCB335328
4672,PC03AE86F
4971,PC0BD172F
4710,PCE17C964
4968,PC251D4C1
4811,PCBF83C7A
4926,PCCBCFEDE
4537,PC10C700F
4934,PC3ED26A2
4821,PC67D349A
4976,PC5149039
4518,PCC7B407A
4033,PC783B5FC
4081,PCC825DB2
4556,PC18C31F6
4270,PC8F72158
4723,PC20BD6E6
4379,PC87C8BC4
4916,PC62AF885
4794,PC4E1366E
4386,PC948D5B2
4656,PC63844BC
4907,PCCEEF65A
4987,PCF4A9637
4051,PC3B970F2
4131,PC4C9B108
4164,PC578D797
4899,PC4967767
4609,PC1551C8E
4187,PCF8D98DC
4042,PC5D4DE09
4158,PCAA68777
4229,PCD0DDD3D
4889,PC3547FAD
4662,PCB2463CF
4532,PC8DD921E
4239,PCA185B1A
4842,PC16F5A24
4866,PC3137434
4370,PC70B7987
4911,PCBEF8EE1
4508,PC385C6E7
4838,PCEECD973
4019,PC63FF017
4405,PC70CA955
4679,PC88494D0
4812,PC22D9C6D
4131,PC4C9B108
4930,PC22F748B
4815,PC19C02F1
4171,PC36C9AE8
4246,PC95F5F6B
4925,PCE5E04A2
4746,PC0514825
4074,PCCAFD014
4521,PCD2C9ECF
4812,PC22D9C6D
4986,PC9787B8A
4554,PC23BA77A
4282,PCCE002E5
4507,PC11DCA73
4920,PC42A3AB0
4286,PC12BE494
4359,PCB27CFF1
4884,PC3FB1BB6
4366,PC09D71DF
4661,PC1585DF2
4003,PC83F544D
4694,PCBCF42C2
4263,PCD6DBA1D
4569,PC20129F9
4351,PC4E572D8
4310,PCC08F8BB
4446,PC7F1A5B9
4041,PCB566359
4334,PCCB383F8
4187,PCF8D98DC
4344,PC417B8DF
4208,PC1E49F6B
4514,PC374C341
4446,PC7F1A5B9
4632,PCC1FFE5B
4306,PC5D6563A
4919,PC7A3A5CF
4730,PC7DC0964
4478,PCB02917E
4253,PC82A16E6
4048,PC1FE6483
4181,PC4457F74
4243,PCC4F7DCE
4332,PC3B258E9
4507,PC11DCA73
4527,PC59A0CB2
4229,PCD0DDD3D
4594,PC59414DA
4294,PC867796D
4438,PC665A28E
4175,PC08EA270
4700,PC14E538A
4641,PCAA9F518
4300,PC666483B
4923,PC8A7A22A
4147,PC4D2C5A7
4537,PC10C700F
4500,PC548BDC0
4131,PC4C9B108
4805,PC1A161AA
4094,PC53A52CB
4718,PC81E83B9
4450,PC0B2B03E
4265,PC5B2AFFA
4658,PC1A58039
4242,PCECC4DE2
4812,PC22D9C6D
4646,PC3F8C42B
4091,PC2E099B4
4491,PCA52F720
4293,PC2A27502
4728,PC07BF95F
4410,PC6EFC03B
4343,PC0F6325D
4298,PC3E474F6
4270,PC8F72158
4936,PC7157CF3
4491,PCA52F720
4418,PCF6EECB2
4444,PC4D84BFC
4413,PC6C88C27
4943,PC0A5DC1F
4568,PCA8A783A
4913,PC685427C
4937,PCD30D908
4278,PC4847214
4642,PC17D596F
4822,PCD1EB220
4150,PCC8441A8
4351,PC4E572D8
4136,PCA579A65
4684,PCA76178F
4005,PCB3DF742
4846,PCBABD060
4065,PC3B514E2
4370,PC70B7987
4383,PC4BFE950
4543,PC74F5EBA
4748,PCF2ECD29
4238,PCE0A2A2F
4950,PC4F71E72
4500,PC548BDC0
4909,PCDED6F20
4726,PCF6540C0
4258,PCAC64E67
4262,PCCB12F8C
4449,PCAACD453
4328,PC3777B8E
4178,PC8417B09
4256,PC9DD0BBD
4945,PC95BD14B
4586,PC4A40D50
4289,PCF621E92
4166,PCE450C55
4471,PC7E4F42A
4406,PC7A54E18
4785,PC787D664
4671,PCCAAFB48
4797,PCE2D63A7
4345,PCAC01231
4261,PC84FFC9D
4897,PCAB2FA02
4897,PCAB2FA02
4168,PCBC064F8
4086,PC23E470D
4618,PC8F4AF85
4963,PC704EF75
4971,PC0BD172F
4081,PCC825DB2
4168,PCBC064F8
4224,PCD83983A
4596,PC6558A56
4838,PCEECD973
4578,PC90D44D0
4560,PC5030572
4474,PCFEAE55E
4391,PCCFD9AB6
4789,PCBE8B2AB
4262,PCCB12F8C
4586,PC4A40D50
4379,PC87C8BC4
4852,PC68969FB
4321,PC591BDF7
4915,PC86B0D7B
4931,PC3D30AD0
4980,PCBD5C822
4584,PC1085B78
4889,PC3547FAD
4837,PCA10FFA0
4554,PC23BA77A
4880,PC5A27CDE
4794,PC4E1366E
4713,PCD4A1214
4608,PCACD1BEE
4889,PC3547FAD
4290,PC84E8CEF
4504,PC461DCD3
4223,PCA37D114
4727,PC52E71B8
4789,PCBE8B2AB
4094,PC53A52CB
4376,PCA283923
4888,PC46C55B4
4286,PC12BE494
4082,PCF86214E
4411,PC3AA93E6
4908,PC3D16FC5
4418,PCF6EECB2
4284,PC0DB49FD
4228,PC4F78F1B
4531,PC857F4A0
4426,PCC0E943C
4861,PC670F1AC
4973,PC9C7C18E
4572,PCC9756B2
4660,PCB86D2E1
4396,PCA00BC1C
4106,PC9764C98
4675,PCE49911B
4421,PCED2DB6F
5003,PCAC9371E
4282,PCCE002E5
4694,PCBCF42C2
4991,PC5B5C16D
4658,PC1A58039
4912,PC526B1EC
4359,PCB27CFF1
4176,PC11E9595
4654,PCBA5D8AB
4748,PCF2ECD29
4584,PC1085B78
4953,PC1E2B07E
4220,PC02FEF7D
4060,PC481C9F9
4590,PC912F5CB
4762,PC1A3D20B
4230,PC19CE0DB
4849,PCF764517
4448,PC19F3DBB
4928,PC16E79D4
4671,PCCAAFB48
4246,PC95F5F6B
4406,PC7A54E18
4564,PC29D136F
4665,PCF63C15F
4079,PCF1366ED
4482,PCB6A16D7
4459,PCD9CAD56
4091,PC2E099B4
4290,PC84E8CEF
4978,PCF0B5E85
4197,PCE32ED40
4197,PCE32ED40
4035,PC1B1D964
4780,PC0A717C4
4945,PC95BD14B
4756,PC8AEC6E8
4988,PC46BE0B2
4358,PC32FB72C
4446,PC7F1A5B9
4484,PCEF56843
4890,PCAFC8A56
4865,PCCACA741
4676,PC9798721
4683,PC96978C6
4864,PC259547F
4544,PC1893678
4414,PC40BD0F3
4662,PCB2463CF
4134,PC767BBB2
4368,PC909A324
4041,PCB566359
4562,PC4C95CA2
4030,PCA8A9AA8
4748,PCF2ECD29
4224,PCD83983A
4143,PC5F47DCF
4216,PC53B475D
4494,PC1592ACA
4956,PCB7040B7
4338,PC6203962
4843,PC400DFFE
4912,PC526B1EC
4382,PCB7341F4
4000,PC69C7DF3
4312,PC8D40B22
4211,PC0AB9251
4937,PCD30D908
4518,PCC7B407A
4553,PC1D57D7F
4399,PCCA288FE
4114,PC4CD2B81
4889,PC3547FAD
4991,PC5B5C16D
4295,PCD483999
4691,PCFAB001F
4770,PC9082A17
4406,PC7A54E18
4754,PC99AE725
4099,PC97F19B1
4202,PC65AA714
4165,PC0D2B95C
4062,PCDA37101
4816,PCB500A9F
4783,PC9889263
4139,PC924C594
4207,PC76EDF79
4634,PCC72D8B8
4111,PC07F012A
4847,PCD546332
4348,PCD66314D
4363,PC62E1338
4051,PC3B970F2
4759,PC4A6C6D9
4319,PCAD79413
4808,PC2729737
4121,PCEC57A8E
4059,PC06E8A1C
4982,PC384779E
4615,PC1ECBA39
4850,PC4061987
4123,PCDE850D8
4889,PC3547FAD
4215,PC4C76F48
4995,PCBE6ABE5
4175,PC08EA270
4345,PCAC01231
4593,PC3863F6A
4943,PC0A5DC1F
4578,PC90D44D0
4200,PCBA86754
4016,PCCD7399B
4176,PC11E9595
4544,PC1893678
4353,PC79BCF60
4860,PCF4A2DA9
4636,PCDECFC74
4779,PCC8FE9C6
4909,PCDED6F20
4164,PC578D797
4478,PCB02917E
4452,PC8C7C5D7
4106,PC9764C98
4792,PC3E35002
4427,PCD70DDDF
4550,PC21A1833
4854,PCB6F1968
4374,PCC321538
4508,PC385C6E7
4640,PCC993FB3
4773,PCE62BBA9
4008,PC5680D80
4519,PC92A6471
4776,PC6906524
4789,PCBE8B2AB
4837,PCA10FFA0
4589,PC1477DC9
4165,PC0D2B95C
4736,PC6A65941
4675,PCE49911B
4173,PC0EB640E
4407,PC7FEC2CE
4735,PC2294422
4087,PC2C1DA2A
4548,PC4486317
4915,PC86B0D7B
4636,PCDECFC74
4388,PC803F0F2
4045,PCE952492
4271,PC28E44E2
4780,PC0A717C4
4943,PC0A5DC1F
4281,PC2804C85
4063,PC7667A3E
4831,PC0EC3E54
4493,PC124B4C0
4563,PCA214501
4588,PC3172195
4950,PC4F71E72
4005,PCB3DF742
4473,PC51FDD60
4102,PC8C9B099
4484,PCEF56843
4267,PCE51C5C7
4425,PC41B834E
4041,PCB566359
4221,PC90AAFDA
4764,PCF6B0D12
4004,PCB278A8B
4987,PCF4A9637
4050,PC822E359
4937,PCD30D908
4653,PC1CE4935
4440,PCBE1B45D
4466,PC6E93A05
4163,PC95B4E03
4119,PC9EBEDB5
4843,PC400DFFE
4004,PCB278A8B
4176,PC11E9595
4165,PC0D2B95C
4096,PCFA4F864
4330,PCBD023A3
4782,PC6802C08
4587,PC576A3BA
4068,PC55432DA
4241,PC7241796
4986,PC9787B8A
4808,PC2729737
4292,PCF733A7C
4623,PCAA67227
4058,PC3415EA4
4153,PC88C655C
4519,PC92A6471
4278,PC4847214
4987,PCF4A9637
4147,PC4D2C5A7
4047,PC6D105CF
4389,PC7688C61
4368,PC909A324
4963,PC704EF75
5008,PC48D61BB
4192,PC74F6341
4203,PC5295A46
4783,PC9889263
4008,PC5680D80
4320,PC40C93B0
4751,PCD33B3C9
4390,PC983A913
4912,PC526B1EC
4545,PC419B1CB
4435,PC3E78C17
4589,PC1477DC9
4901,PCE32D2F9
4812,PC22D9C6D
4225,PCC1ED0C5
4640,PCC993FB3
4357,PC434FA62
4099,PC97F19B1
4854,PCB6F1968
4835,PC4645718
4181,PC4457F74
4584,PC1085B78
4952,PC64CF233
4948,PCBA2D075
4937,PCD30D908
4328,PC3777B8E
4497,PC76FDDEA
4978,PCF0B5E85
4504,PC461DCD3
4287,PC421D5F3
4244,PC9F3C86B
4198,PCB0994D1
4478,PCB02917E
4830,PC12EEFE0
4685,PC5D33C18
4514,PC374C341
4938,PC6C57ED3
4468,PC040ADB3
4678,PCD175301
4052,PC25E70B7
4567,PC2C5C1F3
4961,PC92C5115
4204,PC5881E06
4943,PC0A5DC1F
4614,PC08910B7
4399,PCCA288FE
4652,PC74A3585
4524,PCF8BB245
4024,PC91E3A87
4617,PC7758F89
4806,PC8A8EA51
4909,PCDED6F20
4302,PCBA83119
4533,PC8DA1D3B
4139,PC924C594
4734,PCE4C5D8E
4204,PC5881E06
4849,PCF764517
4863,PCA8F9E50
4724,PC3DE08BF
4000,PC69C7DF3
4160,PC6DC0ACF
4734,PCE4C5D8E
4547,PC0D2E3AD
4236,PC5212DD0
4040,PCB335328
4168,PCBC064F8
4149,PC99F9ABD
4821,PC67D349A
4869,PCF775FA6
4159,PC5631507
4695,PC4A5D62F
4581,PCC347465
4268,PC6CC51DA
4011,PC680DEC6
4770,PC9082A17
4460,PCDF04952
4312,PC8D40B22
4824,PCFEADFE6
4225,PCC1ED0C5
4951,PCE9CE23F
4647,PCDD56814
4284,PC0DB49FD
4420,PCFDB2950
4964,PC52C0F45
4365,PC0F226DF
4980,PCBD5C822
4392,PCAF6E464
4449,PCAACD453
4290,PC84E8CEF
4551,PCCA5979C
4986,PC9787B8A
4343,PC0F6325D
4953,PC1E2B07E
4703,PC395ADCB
4639,PC879E7AB
4045,PCE952492
4426,PCC0E943C
4166,PCE450C55
4585,PCF3AE602
4301,PC540E129
4321,PC591BDF7
4914,PC2F353E1
4042,PC5D4DE09
4699,PC2C1B987
4493,PC124B4C0
4971,PC0BD172F
4469,PC120EEFD
4290,PC84E8CEF
4647,PCDD56814
4612,PC871C1FC
4773,PCE62BBA9
4743,PCE6EEF2E
4011,PC680DEC6
4245,PC6594AD4
4458,PCECEBBFA
4282,PCCE002E5
4851,PC0954183
4832,PC34ECAB5
4938,PC6C57ED3
4058,PC3415EA4
4974,PCDEB8E32
4553,PC1D57D7F
4866,PC3137434
4552,PC05BD3DF
4537,PC10C700F
4854,PCB6F1968
4398,PCE60D320
4843,PC400DFFE
4739,PC07289CF
4442,PC05C2F86
4686,PCD6E5E77
4755,PC628DCED
4849,PCF764517
4537,PC10C700F
4009,PCF984421
4297,PCDE89544
4007,PCDF9F773
4977,PCB077F18
4571,PC2308E9E
4771,PC71FE98A
4148,PCDFBBEBB
4240,PC72FE04B
4957,PC8DFFE65
4066,PC883FCA9
4458,PCECEBBFA
4353,PC79BCF60
4645,PC14FBE4A
4422,PCF514246
4529,PC3FAA264
4236,PC5212DD0
4853,PC214FB8E
4551,PCCA5979C
4574,PCC1F6F13
4681,PCBEB4D23
4412,PC821BC98
4153,PC88C655C
4659,PC5549650
4078,PC8473A64
4123,PCDE850D8
4066,PC883FCA9
4840,PC49BFB36
4206,PCAC34A40
4099,PC97F19B1
4945,PC95BD14B
4975,PC818101A
4339,PCDE1D204
4841,PCE45DE8D
4143,PC5F47DCF
4009,PCF984421
4744,PC78EF0B5
4697,PCFDB2BA6
4429,PC65E7991
4792,PC3E35002
4280,PC03A5F23
4384,PC59A33DE
4173,PC0EB640E
4656,PC63844BC
4343,PC0F6325D
4225,PCC1ED0C5
4142,PC7ACFF7C
4215,PC4C76F48
4266,PC39B17A9
4923,PC8A7A22A
4480,PC9A343F9
4107,PC7607A5D
4581,PCC347465
4831,PC0EC3E54
4605,PCEB27C63
4045,PCE952492
4352,PC99B9343
4965,PCA0BAE0F
4843,PC400DFFE
4045,PCE952492
4545,PC419B1CB
4785,PC787D664
4968,PC251D4C1
4089,PC3CCA187
4538,PCDE5402C
4737,PCED7EAFE
4776,PC6906524
4799,PCC3A370A
4989,PC7D7AE48
4407,PC7FEC2CE
4714,PC9B747F8
4875,PC40FC710
4820,PCC30C735
4194,PC96AD1EB
4837,PCA10FFA0
4684,PCA76178F
4549,PC2F1A066
4008,PC5680D80
4035,PC1B1D964
4892,PC7AA5B2F
4637,PCE9C770E
4194,PC96AD1EB
4099,PC97F19B1
4426,PCC0E943C
4392,PCAF6E464
4004,PCB278A8B
4515,PC6A1B37B
4757,PC126524C
4813,PCACF7982
4282,PCCE002E5
4548,PC4486317
4597,PCBDB8BB6
4418,PCF6EECB2
4244,PC9F3C86B
4235,PCFB11406
4283,PC953B572
4944,PC41EEC34
4947,PCE4A44BE
4034,PCFC754C7
4367,PC8D90EF0
4741,PC85A4D4B
4888,PC46C55B4
4094,PC53A52CB
4939,PCF263A5E
4416,PC546F252
4580,PC48664B7
4835,PC4645718
4357,PC434FA62
4514,PC374C341
4716,PCFCB0018
4870,PC65485BB
4975,PC818101A
4249,PC6D2FAD0
4955,PCE36723C
4213,PCDD316EB
4854,PCB6F1968
4561,PCCE9B069
4829,PCEC030F2
4702,PCDBC3AC9
4884,PC3FB1BB6
4931,PC3D30AD0
4229,PCD0DDD3D
4769,PC10C50DC
4084,PC71D433F
4750,PCD987A9D
4634,PCC72D8B8
4848,PCF0FC9B2
4473,PC51FDD60
4235,PCFB11406
4894,PCDADB8C6
4191,PCCC28F87
4439,PC845CEA6
4941,PCA6403C1
4674,PC795E7B9
4718,PC81E83B9
4481,PC30AAE76
5003,PCAC9371E
4467,PCF5E0389
4735,PC2294422
4061,PC3A63A79
4618,PC8F4AF85
4144,PCAC7E4C1
4132,PC8E2A7E0
4561,PCCE9B069
4150,PCC8441A8
4348,PCD66314D
4860,PCF4A2DA9
4158,PCAA68777
4320,PC40C93B0
4510,PC652EEF2
4286,PC12BE494
4150,PCC8441A8
4055,PCA06B2F1
4657,PCC591410
4932,PC46C4A27
4968,PC251D4C1
4075,PC2125618
4293,PC2A27502
4626,PC93E7766
4092,PC40C2E00
4446,PC7F1A5B9
4841,PCE45DE8D
4284,PC0DB49FD
4164,PC578D797
4583,PC0567192
4492,PC0BF2899
4378,PC074E6A8
4088,PC14008D5
4811,PCBF83C7A
4206,PCAC34A40
4601,PCC932802
4215,PC4C76F48
4257,PC1AB9C93
4227,PCD8346A6
4604,PC0553E32
4563,PCA214501
4866,PC3137434
4337,PCCF6A454
4052,PC25E70B7
4124,PC3338D42
4658,PC1A58039
4142,PC7ACFF7C
4070,PCEECA8B2
4790,PC2387B02
4610,PCA4D3E9B
4724,PC3DE08BF
4783,PC9889263
4502,PCB2CC82C
4533,PC8DA1D3B
4328,PC3777B8E
4889,PC3547FAD
4745,PC6397888
4383,PC4BFE950
4815,PC19C02F1
4511,PCFBEFA9E
4685,PC5D33C18
4754,PC99AE725
4405,PC70CA955
4683,PC96978C6
4633,PC974552B
4026,PC2CE9851
4152,PCF6F4CA1
4816,PCB500A9F
4730,PC7DC0964
4612,PC871C1FC
4156,PC6BCA05F
4597,PCBDB8BB6
4652,PC74A3585
4581,PCC347465
4228,PC4F78F1B
4286,PC12BE494
4129,PCA6127FF
4380,PC905B5D4
4756,PC8AEC6E8
4233,PC57279D0
4854,PCB6F1968
4259,PCBB65EF4
4587,PC576A3BA
4906,PC3D58C5E
4657,PCC591410
4907,PCCEEF65A
4259,PCBB65EF4
4398,PCE60D320
4356,PCF1979AE
4942,PCD51A740
4927,PC2D22627
4058,PC3415EA4
4728,PC07BF95F
4557,PC6C80A46
4130,PC9F22103
4995,PCBE6ABE5
4104,PC0A63844
4348,PCD66314D
4599,PC800C92D
4975,PC818101A
4263,PCD6DBA1D
4985,PCCA71D2C
4502,PCB2CC82C
4061,PC3A63A79
4186,PC922BA3E
4072,PC69F3F14
4309,PC5E92F61
4025,PC5ABB8E4
4304,PC89FB76E
4842,PC16F5A24
4439,PC845CEA6
4051,PC3B970F2
4961,PC92C5115
4242,PCECC4DE2
4394,PCD3A817A
4049,PC4779D38
4279,PCCA817EB
4497,PC76FDDEA
4027,PCE7A4F34
4835,PC4645718
4718,PC81E83B9
4177,PC9194382
4777,PCB1132AC
4189,PC7655FC1
4976,PC5149039
4893,PC3743587
4992,PCFF0FEB0
4873,PCE01E4DF
4453,PC5EC8DF5
4769,PC10C50DC
4408,PC3B3BE8F
4548,PC4486317
4189,PC7655FC1
4418,PCF6EECB2
4414,PC40BD0F3
4673,PC66E7418
4949,PC86E9EB7
4716,PCFCB0018
4548,PC4486317
4586,PC4A40D50
4131,PC4C9B108
4284,PC0DB49FD
4167,PC8453073
4135,PCC943ECD
4639,PC879E7AB
4098,PC89C0554
4765,PC795A0A3
4389,PC7688C61
4293,PC2A27502
4981,PC6B14C5D
4235,PCFB11406
4126,PC74CE451
4955,PCE36723C
4800,PCA4DF48A
4324,PC9C3D708
5004,PC2111CF9
4373,PC8806694
4357,PC434FA62
4539,PC684859B
4967,PC2AFCB31
4342,PCE7F2748
4241,PC7241796
4470,PCB4FF8FA
4251,PCB30E45F
4389,PC7688C61
4995,PCBE6ABE5
4864,PC259547F
4593,PC3863F6A
4932,PC46C4A27
4452,PC8C7C5D7
4517,PC9AF321D
4819,PC454F09B
4473,PC51FDD60
4023,PC77793DF
4323,PC1D9ADA9
4176,PC11E9595
4357,PC434FA62
4021,PC851E565
4567,PC2C5C1F3
4141,PC13CB69B
4121,PCEC57A8E
4832,PC34ECAB5
4376,PCA283923
4466,PC6E93A05
4829,PCEC030F2
4951,PCE9CE23F
4102,PC8C9B099
4246,PC95F5F6B
4801,PC119E3A6
4615,PC1ECBA39
4748,PCF2ECD29
4843,PC400DFFE
4165,PC0D2B95C
4023,PC77793DF
4411,PC3AA93E6
4078,PC8473A64
4966,PC4E6422C
4352,PC99B9343
4514,PC374C341
4457,PCFBF2259
4491,PCA52F720
4230,PC19CE0DB
4712,PC94168A2
4356,PCF1979AE
4083,PC90346C9
4129,PCA6127FF
4545,PC419B1CB
5002,PC585BD38
4426,PCC0E943C
4000,PC69C7DF3
4350,PCEDD7E85
4747,PC5E524A1
4470,PCB4FF8FA
4957,PC8DFFE65
4789,PCBE8B2AB
4637,PCE9C770E
4668,PCBB055C6
4583,PC0567192
4697,PCFDB2BA6
4453,PC5EC8DF5
4816,PCB500A9F
4373,PC8806694
4648,PC576AD85
4841,PCE45DE8D
4734,PCE4C5D8E
4166,PCE450C55
4772,PC7368097
4757,PC126524C
4987,PCF4A9637
4672,PC03AE86F
4836,PCE78024A
4414,PC40BD0F3
4430,PC52EA95D
4114,PC4CD2B81
